FIPS,Pollution,PopChar,Score,Percentile,Range,Region
06037190201,5.98398177560761,6.790548000171204,40.63451547941319,79.50302724520685,76-80%,South Coast
06037190100,6.798588319875476,6.222502429897117,42.30423234029531,81.67255297679112,81-85%,South Coast
06037189905,4.949132566244814,4.523477913180144,22.387291852808982,47.23763874873865,46-50%,South Coast
06037189904,5.390469460441732,5.545052647191877,29.890436951229397,61.97023208879919,61-65%,South Coast
06037189903,4.757768212551453,3.95275204832128,18.80627804760063,38.773965691220994,36-40%,South Coast
06037189902,6.418050398516643,4.7150798785280745,30.26162029342491,62.5882946518668,61-65%,South Coast
06037189800,5.21762561728607,4.820127050689155,25.14961837824929,53.140766902119076,51-55%,South Coast
06037189702,5.644505451832739,2.416119650126011,13.637800537416478,24.86125126135217,21-25%,South Coast
06037189701,6.6807334657719455,2.5804605809212653,17.23936936006601,34.58627648839556,31-35%,South Coast
06037189600,5.6018013383216525,3.8773404035347254,21.72009066164944,45.79969727547931,46-50%,South Coast
06037189500,5.569346058133291,3.8669118569495846,21.536170307651055,45.30776992936428,46-50%,South Coast
06037189400,3.7852339810603115,2.2404638568569495,8.480679924312371,11.680121089808274,11-15%,South Coast
06037189300,5.338223772784623,3.0225791757826754,16.13520401128683,31.86175580221998,31-35%,South Coast
06037189202,5.5025869232251345,4.501175869786862,24.76811148022571,52.39656912209889,51-55%,South Coast
06037189201,5.537636970602509,7.0397212619208025,38.98342072274918,77.01816347124118,76-80%,South Coast
06037189102,5.492587443378444,4.661336520152336,25.60279843995009,54.14984863773966,51-55%,South Coast
06037189101,5.932171791873728,6.295853432479906,37.34808413792869,74.70988900100907,71-75%,South Coast
06037188300,6.8681317676764735,5.283966173100184,36.29097593279726,72.88092835519677,71-75%,South Coast
06037188202,5.88579257217004,4.920232158658366,28.95946589278357,60.51967709384461,61-65%,South Coast
06037188201,6.3967193113967316,3.307264115572641,21.155640235972946,44.37436932391524,41-45%,South Coast
06037188100,9.431764303936784,6.53756662408359,61.66078751964012,97.54036326942483,96-100%,South Coast
06037187300,7.788009640357204,3.6735040182797163,28.60928470825336,59.82593340060545,56-60%,South Coast
06037187200,8.808615632681036,6.7057055694217045,59.06798290696432,96.48082744702322,96-100%,South Coast
06037187102,9.033450412063186,6.850665572659059,61.88514774024406,97.61604439959638,96-100%,South Coast
06037187101,7.689649762054329,4.771346746110249,36.68998537090537,73.57467204843591,71-75%,South Coast
06037186404,7.115072838397296,6.554575708724995,46.63628359236792,86.75580221997981,86-90%,South Coast
06037186403,7.694401998547899,6.920577396713465,53.2497045523775,93.22653884964683,91-95%,South Coast
06037186401,7.766402410455839,8.068421207266823,62.66260591269007,97.89354187689203,96-100%,South Coast
06037186302,6.295208731588666,6.313668980600925,39.74586409503945,78.25428859737639,76-80%,South Coast
06037186301,6.672785559486645,6.6242779362124695,44.20238615478456,84.09434914228052,81-85%,South Coast
06037186203,4.220856490029333,4.387073983421807,18.517209695164773,38.08022199798184,36-40%,South Coast
06037186202,4.221603710694115,4.467505142751666,18.860036288185473,38.92532795156408,36-40%,South Coast
06037186201,4.395498106314105,4.481303379622205,19.697560518948404,40.943491422805245,41-45%,South Coast
06037186100,5.0678584333715815,4.746248975115542,24.053317895420523,50.78203834510595,51-55%,South Coast
06037185320,8.751375453315713,7.874958769806584,68.91672087395865,99.2936427850656,96-100%,South Coast
06037185310,7.269473278889656,7.048752040229878,51.24071460597004,91.48587285570132,91-95%,South Coast
06037185204,6.480585003220849,5.092864725923793,33.00474276625419,67.67154389505549,66-70%,South Coast
06037185203,7.185809701104753,7.983688373752539,57.36926536670822,95.57265388496468,96-100%,South Coast
06037185202,6.812344849456817,6.52961336999366,44.48197801002068,84.44752774974774,81-85%,South Coast
06037185100,5.826900469572678,5.079301413593189,29.59658379196732,61.5539858728557,61-65%,South Coast
06037183820,4.542180156269614,7.959086396331946,36.1516042914544,72.70433905146318,71-75%,South Coast
06037183810,4.329185191317245,7.507146128650328,32.49982584920759,66.83905146316852,66-70%,South Coast
06037183702,5.148000894575535,5.2401466359227635,26.976279569437366,56.64732593340061,56-60%,South Coast
06037183701,4.630714863676018,6.692739275810517,30.99216724320403,63.82441977800202,61-65%,South Coast
06037183620,4.6395532417796375,7.6901382086454255,35.67880565565434,72.11150353178607,71-75%,South Coast
06037183610,4.5989554086817455,7.7699403923886825,35.7336093927107,72.17457114026236,71-75%,South Coast
06037183520,4.381964219134601,7.564881974260603,33.14904213318628,67.91120080726539,66-70%,South Coast
06037183510,4.114691122943192,6.162586400990243,25.357139558524988,53.55701311806257,51-55%,South Coast
06037183402,4.40281015041761,5.982872916911363,26.341453607235962,55.57517658930373,56-60%,South Coast
06037183401,4.552587726861514,6.012809618525087,27.373843273252174,57.35368314833501,56-60%,South Coast
06037183300,4.3413975587355065,6.56582416452931,28.504852998974144,59.750252270433904,56-60%,South Coast
06037183222,4.484177597717126,5.267957457678374,23.62245681744823,49.82341069626639,46-50%,South Coast
06037183221,4.452056787800945,4.677777506806769,20.825731101001658,43.57971745711403,41-45%,South Coast
06037183220,4.849974296721237,6.91974487927353,33.56058480434502,68.74369323915236,66-70%,South Coast
06037183104,4.737520130408627,4.656501675922831,22.06027042696592,46.67003027245207,46-50%,South Coast
06037183103,4.942984740909788,5.922882773270474,29.2767191704734,61.04944500504541,61-65%,South Coast
06037183101,5.203291837824217,5.597151431550872,29.123612358854782,60.708879919273464,61-65%,South Coast
06037181600,4.757811897356944,4.688214926340781,22.305644753910578,47.11150353178608,46-50%,South Coast
06037181500,4.527943247845602,3.3699728617636726,15.259045864845742,29.301210898082747,26-30%,South Coast
06037181400,4.556377773060416,4.7026926429371905,21.42724423181376,45.05549949545913,46-50%,South Coast
06037181300,6.104763406555805,4.3134271487511855,26.33245221454058,55.56256306760847,56-60%,South Coast
06037181000,6.530541756442992,3.673180428278389,23.987858165821173,50.58022199798183,51-55%,South Coast
06037143902,5.016998241505425,1.6622468345174524,8.339489445722018,11.314328960645813,11-15%,South Coast
06037143901,5.065184067132574,1.1939093573200943,6.047370654298232,6.571644803229061,6-10%,South Coast
06037143800,6.799626643821304,3.132104503139776,21.297141230781907,44.803229061553985,41-45%,South Coast
06037143700,7.673195960375509,1.4801271868071306,11.35730595065044,18.907669021190717,16-20%,South Coast
06037143604,8.229375972719957,3.2369674893228373,26.638222481109,56.02926337033299,56-60%,South Coast
06037143603,8.184598307562453,2.219357815095791,18.164552217308515,37.2351160443996,36-40%,South Coast
06037143602,5.354103204469936,3.9135304284302785,20.953445807649157,43.781533804238144,41-45%,South Coast
06037143500,5.320120624614766,2.643783855241412,14.065249015293375,25.90817356205853,26-30%,South Coast
06037143400,5.932508166587315,2.519698439093554,14.94813156725982,28.456104944500503,26-30%,South Coast
06037143300,5.933443576133102,2.8179219735661656,16.719981032100478,33.31231079717457,31-35%,South Coast
06037143200,7.6060464650960755,5.213285722620834,39.652493442076036,78.09031281533805,76-80%,South Coast
06037143100,8.175735798792733,2.361652713716356,19.30824863584682,40.12361251261352,41-45%,South Coast
06037141700,4.580280470926471,1.7793906356379732,8.150108178562048,10.898082744702322,11-15%,South Coast
06037141600,5.605665581948873,2.164907099287618,12.135745214593372,20.7744702320888,21-25%,South Coast
